cv,jd,satisfied
"前期和老记者一起出去采访,主要负责拍照和拍视频,后期写稿加排版参与了在眉山举办CCTV贺岁杯广场舞大赛的新闻报道,参与的稿件阅读量基本上都破千。抖音规则的整理学习,PPT的制作,抖音视频的布景、拍摄、后期制作",1、主题活动传播规划，资源沟通、占位、文章撰写、排版发布、数据反馈2、IP栏目运营及影响力，栏目搭建、内容制作与创意、整合营销、渠道合作洽谈3、公号、视频号、专栏管理，熟悉其流程，不限于海报、邀请函的文案提供1、熟悉互联网，良好文字编排能力2、熟练使用办公软件，善于处理文字及数据信息,0
"前期和老记者一起出去采访,主要负责拍照和拍视频,后期写稿加排版参与了在眉山举办CCTV贺岁杯广场舞大赛的新闻报道,参与的稿件阅读量基本上都破千。抖音规则的整理学习,PPT的制作,抖音视频的布景、拍摄、后期制作",1、独立产出公众号及其他新媒体平台的课程投放文案；2、在指导下，能够提炼产品卖点，挖掘用户痛点，从形式、选题、内容等方向持续优化文案；3、监测分析文案数据，及时复盘和优化，沉淀经验。1、有文字功底，营销专业优先,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",根据用户需求、竞争状态和公司自身资源，参与产品企划；3、梳理PPT学习内容大纲，制作教案和课件；4、进行产品测试，根据用户表现进行产品迭代。,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",岗位根据项目需求完成PPT视觉设计，通过页面布局、颜色、字体、图表等设计手段进行设计理解每页PPT想传递的信息，并转化为相对准确的页面表现能熟练运用office软件具有良好的沟通理解力、想象力，色彩敏锐度高有iside等PPT工具应用经验者优先,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",1.负责公司关注方向的研究分析，包括目标方向的背景、政策、市场、格局、技术、岗位、趋势等，使用爬虫工具收集相关数据，并进行数据分析，形成完整的研究报告；2.负责完善行业研究分析体系，建立和完善行业信息收集渠道，配合技术部门构建公司行业研究数据库，完成数据沉淀；3.梳理行业研究工作流程，完善行业研究自动化方案，辅助行业研究方法论积累及自动化建设；4.定期向上级汇报所负责研究项目的进度，提出项目存在的问题、建议及所需要的支持。2.具有基础的数据分析、数据处理能力及数据可视化能力，具有良好的逻辑思维与沟通能力，具有广阔的战略视角和战略思考力；3.条理清晰，具有较强的研究分析能力、信息搜集能力和数据敏感度，文字能力较强，有较强的执行力，责任感强，能按计划完成任务；,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",1、协助CEO对外业务往来、日常事务及与公司各部门间的协调与沟通；2、协助CEO起草各类文件，包括各项规章制度、日常合同文件等；3、根据CEO指示，协调联系与相关部门、业务来往有关事宜；4、会根据各人发展方向培养市场、商务或人事方向的人才。,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",1、对目标行业有所理解（比如新消费、高端制造、新基建等），跟踪国家经济发展、金融监管政策方向，并定期形成研究成果向领导汇报；2、负责研究院专题信息的收集整理处理分析等，研究课题包含但不限于：资产配置、宏观经济、资本市场（股票及股权）、海外市场等。,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",1.收集行业信息，针对性的进行调研、访谈和统计整理；2.对创业项目的产品业务、运营数据、商业模式以及市场情况等进行深入分析；3.协助投资人进行投资可行性分析、项目尽职调查及投资材料准备工作；信息收集和数据整理能力强，财务基础功扎实，研究能力强，熟练使用英语查看并分析上市公司财报,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",1.理解公司底层数据结构（包括内部数据和外部数据），从中挖掘特征，搭建用户画像体系，输出相应数据产品；2.通过数据分析和建模，协助制定信贷产品的风控流程与策略；3.协助推动模型的上线、投产、追踪及评估，并搭建完善的模型监控体系和迭代优化机制，在发现问题时能迅速定位到原因并修正；4.协助建立产品风险监控与客户价值评估体系，提供策略应用建议；2.熟练掌握SQL，会使用R/PYTHON/SAS或其他建模软件；3.具备较强的数据分析、逻辑思维能力及学习能力，注重对底层数据的理解和挖掘，不局限于使用现成特征；,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",1.在深入理解业务的基础上，进行市场日常数据的监控及分析，输出数据看板、建立日报、周报的数据体系；2.进行大数据用户画像分析的标签处理工作，结合业务场景，设计用户画像和标签体系，并与大数据算法团队一起进行用户标签挖掘，并持续优化；3.将产品和运营日常关注的核心指标，数据分析报告等抽取共性，形成数据产品，提升数据效率。2.对数据敏感，具备良好的数据分析能力、熟练使用基础数据分析软件；3.有较强的执行力、学习能力以及良好的沟通能力、抗压能力；,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",1、独立产出公众号及其他新媒体平台的课程投放文案；2、在指导下，能够提炼产品卖点，挖掘用户痛点，从形式、选题、内容等方向持续优化文案；3、监测分析文案数据，及时复盘和优化，沉淀经验。1、有文字功底，营销专业优先,0
"微博(视频剪辑博主)深度用户,熟练掌握pr、ps基础操作,熟练掌握佳能系单反相机,航拍使用DJI系列无
人机飞行。1、皮皮狐短视频项目内容运营线上实习生，跟踪互联网热点,撰写微博文案,策划短视频内容,进行社交帐号维护。2、参与学校宣传片《大学之道》的拍摄,担任剧照以及摄影助理的职务。3、前期参与策划,中期作为场务以及摄影拍摄活动照片。",负责校园相关信息的收集和整合；协助平台内容的运营维护、日常更新，粉丝的经营和维护；负责公众号等文字社交平台的运营，根据要求输出内容；协助其他运营工作。熟悉内容策划与传播，熟悉新媒体等运营手段；有较强的主动学习能力，能快速理解业务并高效执行；有一定的图片编辑如PS、视频制作基础优先。,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",2.能熟练独立制作微信、今日头条等新媒体图文，参与微信运营内容和排期方案的讨论，并执行微信的内容发布、粉丝互动、话题制造和活动执行等；3、跟踪微信推广效果，分析数据并反馈，分享微信推广经验；4、日常维护微信号的客户，及时反馈用户的咨询；5、其他新媒体平台的信息发布；,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",后卫寨公司招平面设计岗位1、负责logo、画册，产品包装、POP、邀请函等平面设计内容。1、掌握photoshop、CDR等相关软件。热爱设计工作。3、有手绘、公众号排版、摄影、摄像、视频剪辑等其他特长者优先。,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",1、配合完成年度、月度招聘计划，与各部门沟通招聘需求职位的要求；2、维护招聘渠道，拓展新的招聘渠道、发布招聘广告、参加招聘会；3、组织、安排面试，并且进行人力资源初试，薪酬谈判、背景调查、安排候选者入职等工作；4、长期关注试用期员工稳定性，做好员工关怀工作3、性格开朗、善于沟通，及较强的保密意识，4、工作主动性强，抗压能力强，期望通过招聘模块在人力资源方面有长远发展；,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",1、协助招聘，电话预约、协调候选人、面试官时间，并安排和接待面试；2、基础岗位招聘，网络筛选简历、搜寻简历；3、协助进行招聘渠道维护相关的工作；4、协助进行人力资源相关的数据统计工作；,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",1.负责公司关注方向的研究分析，包括目标方向的背景、政策、市场、格局、技术、岗位、趋势等，使用爬虫工具收集相关数据，并进行数据分析，形成完整的研究报告；2.负责完善行业研究分析体系，建立和完善行业信息收集渠道，配合技术部门构建公司行业研究数据库，完成数据沉淀；3.梳理行业研究工作流程，完善行业研究自动化方案，辅助行业研究方法论积累及自动化建设；4.定期向上级汇报所负责研究项目的进度，提出项目存在的问题、建议及所需要的支持。2.具有基础的数据分析、数据处理能力及数据可视化能力，具有良好的逻辑思维与沟通能力，具有广阔的战略视角和战略思考力；3.条理清晰，具有较强的研究分析能力、信息搜集能力和数据敏感度，文字能力较强，有较强的执行力，责任感强，能按计划完成任务；,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",1、行业数据库整理和比较分析；2、协助搜集、分析、整合行业相关数据资料；3、在研究员指导下参与公司深度报告及行业专题报告的撰写。认真细致，公司注重细节和微观数据；,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",1、协助人工智能团队完成项目、例如数据建模、数据挖掘等工作；2、能够快速根据项目需要学习并理解行业知识，并能在项目经理指导下完成部分数据分析工作；2、熟练使用EXCEL、WORD、PPT等办公软件以及sql；3、熟悉数据挖掘软件（PYTHON、SAS、R）；,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",1、负责保险业务侧的数据管理、业务数据分析的工作，通过各类业务数据分析，发现问题、定位问题，并与开发沟通解决方案；2、对部门现有业务数据进行追踪及报表体系的搭建，建立日常跟踪监测体系，及时发现业务数据的变化趋势；3、深入业务，结合运营策略，发现运营增长点及问题点，给与数据支持、分析报告、优化建议等；4、熟悉用户访问行为数据原理及数据埋点，通过搭建转化漏斗发现数据问题并提出优化建议；2、具有较强的数据敏感性、沟通能力、业务理解能力、逻辑思维；3、精通excel，熟练使用SQL；,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",负责校园相关信息的收集和整合；协助平台内容的运营维护、日常更新，粉丝的经营和维护；负责公众号等文字社交平台的运营，根据要求输出内容；协助其他运营工作。熟悉内容策划与传播，熟悉新媒体等运营手段；有较强的主动学习能力，能快速理解业务并高效执行；有一定的图片编辑如PS、视频制作基础优先。,0
"千耳婚纱影楼兼职生(摄影助理)2.跟随学校人像老师与奚梦摄影工作室合作拍摄宣传片。3.在市级日报记者部做过新闻记者,主要负责时事热点采集,后期编辑与文案编辑。实习时间为3个月。做过的工作1.在出现恶劣天气时负责外出采集到天气带来的恶劣影响程度,采访受灾群众需求。第一时间反映到上级部门。做好采访有关的视频处理,及文字处理。做到按时刊登。2.在大规模创城活动中,积极做好本职工作,走访医院医生,公厕管理员,市民中间。了解到创城对本市市民所带来的利弊影响,做好图片,视频记录,如实汇报。",1、负责优质内容产出，热点专题、话题制作和推广；2、负责内容审核，处理违规、低质内容，保证内容纯度和社区氛围；3、负责潜力用户运营，筛选潜力优质内容，通过运营手段发展更多社区KOL。4、文字功底好优先，有社区运营工作经验者优先，有意愿成为KOL（意见领袖）者优先。,0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。",1、负责企业文化相关平面设计工作；2、协助进行相关宣传品的编辑排版；2、熟练使用各种平面设计软件，如PS/AI；3、具备一定审美能力，能根据设计需求进行多种风格平面设计,0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。",1．负责公司自媒体平台的日常运营维护；2．短视频运营，直播剪辑；3．撰写文案，编辑排版；4．策划线上活动，账号推广及粉丝拉新；5．社群运营，粉丝维护，产出转化；6．拓展外部合作资源，联动其他平台及账号合作；7．运营数据分析，调整运营策略，促进粉丝增长，提升平台流量；,0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。","1.负责完成公司的招聘目标，快速满足各部门的招聘需求；2.每天开拓和维护各类招聘渠道，策划招聘文案，运营招聘维护公众号；3.候选人电话联系交流。"",""岗位要求：1.全日制本科毕业。善于进行信息收集，分析和处理，熟练使用计算机办公软件，优秀2015应届生也可以；2.较强的沟通表达能力，有突出的坚韧性，责任心和团队合作精神；3.曾经有猎头公司经验优先。",0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。",1.完成各部门的招聘需求任务（含社招及校招）；2.完成协助简历筛选、沟通邀约、面试安排工作等；3.维护招聘信息和渠道；4.接触人力资源其他模块及HRBP模块学习,0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。",1.收集行业信息，针对性的进行调研、访谈和统计整理；2.对创业项目的产品业务、运营数据、商业模式以及市场情况等进行深入分析；3.协助投资人进行投资可行性分析、项目尽职调查及投资材料准备工作；信息收集和数据整理能力强，财务基础功扎实，研究能力强，熟练使用英语查看并分析上市公司财报,0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。",1、协助搜集、分析、整合行业相关数据资料；2、在研究员指导下参与公司深度报告及行业专题报告的撰写；3、可参与上市公司调研和行业重要会议，撰写调研、会议等活动的相关报告。,0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。",1.负责协助公司产品数据的收集、整理、统计及分析，满足监管报出要求；2.负责协助公司管理数据的维护、统计及分析，满足内部管理要求；3.协助公司数据中心建设及推进公司系统建设；3.计算机专业及有两年金融行业相关工作经验优先；4.熟练使用掌握Excel、Word、Powerpoint等Office办公软件；,0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。",1、负责客户留存与增长、流量价值挖掘等专题的数据分析和挖掘，以及报告撰写；2、负责广告数据的分析、挖掘，为产品提供优化建议和数据支持；3、负责运营相关的日常数据报表设计和研发。2、熟悉统计分析理论，熟练掌握数据分析工具，熟悉广告业务或有客户留存和增长项目背景者优先；3、熟练掌握SQL查询语言，熟悉Hadoop、Hive等大数据框架和工具，有大数据开发项目经验者优先；4、逻辑能力强，能从繁杂的数据中提炼关键论点、论据，有一定的报告撰写能力；,0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。",负责校园相关信息的收集和整合；协助平台内容的运营维护、日常更新，粉丝的经营和维护；负责公众号等文字社交平台的运营，根据要求输出内容；协助其他运营工作。熟悉内容策划与传播，熟悉新媒体等运营手段；有较强的主动学习能力，能快速理解业务并高效执行；有一定的图片编辑如PS、视频制作基础优先。,0
"新媒体专业本科大三在读,本人具备良好的计算机,擅长多种软件使用,如office,Adobe系列(PR、PS、AU、AE),3D软件blender等。负责校新媒体联盟中心相关活动的宣传工作,带领部门成员制作宣传视频、广告、横幅等宣传材料;多次参与拍摄素材、运营相关抖音、QQ空间账号等;及时完成联盟中心的其他工作,工作得到学校老师认可。",负责校园相关信息的收集和整合；协助平台内容的运营维护、日常更新，粉丝的经营和维护；负责公众号等文字社交平台的运营，根据要求输出内容；协助其他运营工作。熟悉内容策划与传播，熟悉新媒体等运营手段；有较强的主动学习能力，能快速理解业务并高效执行；有一定的图片编辑如PS、视频制作基础优先。,0
"1、参加西瓜视频新媒体视频达人万粉训练营活动,负责整个前期到后期的包装,独立完成视频的拍摄和后期剪辑,加强对设备以及软件的熟练使用,并上传网络媒体，与团队一起参与活动策划,包括前期方案,中期拍摄以及后期剪辑,并于团队进行密切沟通合作,建立业务关系,独立完成视频的后期剪辑。2、校企合作项目,负责短视频“高数叔”的制作,独立完成前期策划,中期拍摄,后期剪辑,并上传网络。紧跟抖音平台,提前进行视频大数据的调研、独立完成短视频的拍摄以及剪辑,负责整个短视频的包装,并在良好时间点发布视频,获得抖音赞同1.1w+,粉丝0k+。",、负责整体内容（图/文/视频）运营方向的制定、策略分解和规划，能通过数据化运营等方式挖掘内容需求；负责内容生产平台的搭建、优化，参与从内容生产到内容消费再到内容传播的整个周期，优化各环节流程并提升各环节效率；3、对优质内容有自己独到的认识，高效捕捉突发热点事件，并策划高质量、有行业影响力的运营方式；4、能对用户内容需求的深入分析、挖掘，基于此提出内容建设、优化方向，拉通本地编辑、市场、传播团队，保证各项目高效落地、并有优质产出。,0
"1、参加西瓜视频新媒体视频达人万粉训练营活动,负责整个前期到后期的包装,独立完成视频的拍摄和后期剪辑,加强对设备以及软件的熟练使用,并上传网络媒体，与团队一起参与活动策划,包括前期方案,中期拍摄以及后期剪辑,并于团队进行密切沟通合作,建立业务关系,独立完成视频的后期剪辑。2、校企合作项目,负责短视频“高数叔”的制作,独立完成前期策划,中期拍摄,后期剪辑,并上传网络。紧跟抖音平台,提前进行视频大数据的调研、独立完成短视频的拍摄以及剪辑,负责整个短视频的包装,并在良好时间点发布视频,获得抖音赞同1.1w+,粉丝0k+。",负责图文内容的排版设计和美化负责推广类内容的海报图设计、banner轮播图设计负责运营活动的页面设计要求具备一定的平面美术编辑能力，熟练操作ID、PS、AI或Coredraw任一种设计软件、排版软件；能熟练独立排版制作微信、头条号等新媒体图文；对,0
"1、参加西瓜视频新媒体视频达人万粉训练营活动,负责整个前期到后期的包装,独立完成视频的拍摄和后期剪辑,加强对设备以及软件的熟练使用,并上传网络媒体，与团队一起参与活动策划,包括前期方案,中期拍摄以及后期剪辑,并于团队进行密切沟通合作,建立业务关系,独立完成视频的后期剪辑。2、校企合作项目,负责短视频“高数叔”的制作,独立完成前期策划,中期拍摄,后期剪辑,并上传网络。紧跟抖音平台,提前进行视频大数据的调研、独立完成短视频的拍摄以及剪辑,负责整个短视频的包装,并在良好时间点发布视频,获得抖音赞同1.1w+,粉丝0k+。",1、配合完成年度、月度招聘计划，与各部门沟通招聘需求职位的要求；2、维护招聘渠道，拓展新的招聘渠道、发布招聘广告、参加招聘会；3、组织、安排面试，并且进行人力资源初试，薪酬谈判、背景调查、安排候选者入职等工作；4、长期关注试用期员工稳定性，做好员工关怀工作3、性格开朗、善于沟通，及较强的保密意识，4、工作主动性强，抗压能力强，期望通过招聘模块在人力资源方面有长远发展；,0
"1、参加西瓜视频新媒体视频达人万粉训练营活动,负责整个前期到后期的包装,独立完成视频的拍摄和后期剪辑,加强对设备以及软件的熟练使用,并上传网络媒体，与团队一起参与活动策划,包括前期方案,中期拍摄以及后期剪辑,并于团队进行密切沟通合作,建立业务关系,独立完成视频的后期剪辑。2、校企合作项目,负责短视频“高数叔”的制作,独立完成前期策划,中期拍摄,后期剪辑,并上传网络。紧跟抖音平台,提前进行视频大数据的调研、独立完成短视频的拍摄以及剪辑,负责整个短视频的包装,并在良好时间点发布视频,获得抖音赞同1.1w+,粉丝0k+。",1.协助领导支持各部门工作，统筹公司运营，包括但不限于风险、资本、人力、IT等方面；2.协助领导处理安排日常工作事务，进行工作指令的传达、协助以及事件进展的跟进、反馈；3.组织安排接待事项，为领导安排会客、签约、会议等事项准备工作及相关事宜。2.具备较强的计划性和执行力，良好的人际沟通能力、组织协调能力；3.良好的中英文书面表达，文字组织能力强，有投行分析、文案编辑、发行设计等相关经验优先。,0
